"","Codigo","Estacion","Municipio","Departamento","Latitud","Longitud","(m.s.n.m)","ENE","FEB","MAR","ABR","MAY","JUN","JUL","AGO","SEP","OCT","NOV","DIC","prom Anual","anosInformacion","fecha Inicio","fecha Final"
"160","26035070","Hacienda Carpinterías","El Tambo","Cauca",2.47,-76.93,2500,6.1,5.2,5.7,4,4.6,2.3,0.6,0.6,1.5,3,6.5,6.7,3.9,"9","oct-92","oct-01"
"161","53045010","Bonanza","Guapi","Cauca",2.57,-77.88,10,6.11,4.64,4.79,5.11,5.79,5.46,5.14,4.18,6.46,6.68,7.46,5.89,5.64,"28","ago-79","ago-06"
"162","53045030","Aeropuerto Guapi","Guapi","Cauca",2.57,-77.88,10,5.92,5.08,3.54,4.46,7.31,6.69,5.23,3.92,5.85,6.77,7.92,8.62,5.94,"12","nov-99","dic-11"
"163","57025010","Gorgona","Guapi","Cauca",2.95,-78.17,10,5.96,3.74,3.11,5,7.07,8.26,6.04,6.15,8.89,7.63,8.19,8.81,6.57,"24","jun-86","dic-12"
"164","52025050","La Sierra","La Sierra","Cauca",2.18,-76.75,1870,3.53,3.68,4.65,4.62,4.18,2.35,1.12,0.85,1.88,4,4.91,5.12,3.41,"33","feb-79","dic-12"
"165","52025030","Mercaderes","Mercaderes","Cauca",1.75,-77.15,1174,1,1.31,1.49,1.66,1.77,0.83,0.17,0.2,0.46,0.91,1.66,2.09,1.13,"34","abr-78","mar-12"
"166","52025060","Granja Exp Universidad Nariño","Mercaderes","Cauca",1.9,-77.18,580,0.33,NA,NA,NA,0.67,NA,0.33,NA,NA,NA,0.67,0.33,0.47,"3","jul-06","jun-08"
"167","26065010","Ingenio Cauca","Miranda","Cauca",3.27,-76.33,1000,1,1.27,2.03,2.36,2.42,1.52,0.61,0.91,1.39,1.88,1.76,1.52,1.56,"33","ene-79","oct-12"
"168","26065020","Miranda","Miranda","Cauca",3.23,-76.22,1128,1.82,2.18,3.41,3.76,4.21,2.56,1.26,1.24,2.06,2.85,2.88,2.74,2.58,"33","feb-79","nov-12"
"169","21055040","Toez","Páez","Cauca",2.82,-76.08,1860,2.25,2.63,4.63,4.63,2.38,3.25,4.81,3.56,3.19,2.88,2.63,1.56,3.2,"16","ene-79","abr-94"
"170","52015020","Fonda La Citec","Patía","Cauca",2.13,-77.03,635,1.26,1.09,1.82,1.41,1.41,1.03,0.21,0.24,0.71,1.18,1.47,1.15,1.08,"34","ene-79","nov-12"
"171","26035030","Aeropuerto G L Valencia","Popayán","Cauca",2.45,-76.6,1749,1.3,1.45,2.76,3.03,2.79,1.09,0.36,0.39,1.45,2.24,1.88,1.64,1.7,"33","abr-80","nov-12"
"172","26035050","La Florida","Popayán","Cauca",2.45,-76.58,1850,2.33,1.33,3.67,1,2.33,1,0.67,1.33,2,2,2.67,NA,1.85,"3","ene-84","dic-86"
"173","21055030","Santa Leticia","Puracé","Cauca",2.23,-76.15,2085,2.91,3.79,6.24,6.06,6.41,7,8.82,7.41,4.68,4.59,3.71,3.24,5.4,"34","ene-79","dic-12"
"174","26015020","Paletara","Puracé","Cauca",2.17,-75.45,2900,2.85,3.85,7.65,5.8,5.35,6.95,7.75,5.25,5.3,4.35,3.25,3.1,5.12,"20","ene-80","oct-00"
"175","44015030","Valencia","San Sebastián","Cauca",1.9,-76.67,2900,4.03,4.39,6.64,6.24,6.88,6.97,6.24,6.24,5.18,4.79,4.09,3.48,5.43,"32","ene-79","dic-12"
"176","26035040","La Salvajina","Suarez","Cauca",2.95,-76.7,1130,2,1.29,2.57,3.29,1.71,2.29,0.57,1.14,0.57,2.57,1.71,1.71,1.79,"7","mar-79","sep-85"
"177","26035080","La Campiña","Timbío","Cauca",2.4,-76.67,1800,2.67,2.33,2.67,3,2,1.33,0.67,1,1.67,2.33,3,1.67,2.03,"3","ene-89","dic-92"
"178","26025070","Gabriel López","Totoró","Cauca",2.5,-76.28,3000,8.91,9.5,9.91,11.09,11.74,14.24,13.94,10.44,8.76,11.15,11.53,10.44,10.97,"32","feb-79","may-12"
"179","23215030","Aguas Claras","Aguachica","Cesar",8.22,-73.6,208,0.25,0.14,1.14,2,2.11,1.71,0.75,0.64,1.07,1.43,0.75,0.54,1.04,"27","ago-79","dic-11"
"180","28025070","Motilonia Codazzi","Agustín Codazzi","Cesar",10,-73.25,180,0.12,0.21,0.45,0.73,1.33,1.15,0.88,0.42,0.94,0.73,0.48,0.18,0.64,"32","ene-78","oct-12"
"181","28025080","Socomba","Becerril","Cesar",9.68,-73.23,170,0.06,0.15,0.3,0.76,1.12,0.91,0.61,0.58,0.58,0.67,0.58,0.12,0.54,"30","ene-79","jun-12"
"182","25025250","Chiriguaná","Chiriguaná","Cesar",9.35,-73.58,40,0.06,0.15,0.68,1.24,1.91,1.12,0.53,0.44,0.97,1.24,0.62,0.32,0.77,"32","ene-79","ene-12"
"183","28045020","Algarrobo","El Copey","Cesar",10.15,-74.07,60,NA,0.4,0.4,0.4,1,0.4,NA,0.6,1.2,1.2,1,NA,0.73,"4","ene-81","nov-85"
"184","28045040","Hacienda La Guaira","El Paso","Cesar",9.62,-73.8,50,NA,NA,0.5,0.17,1.67,1.67,0.5,0.5,0.5,0.67,0.33,0.17,0.67,"3","oct-88","ago-93"
"185","23215060","La Gloria","La Gloria","Cesar",8.62,-73.8,40,0.17,NA,0.83,1,0.67,1,0.17,0.5,1.5,1,1.33,1,0.83,"5","sep-83","mar-88"
"186","23215050","La Mata","La Gloria","Cesar",8.6,-73.63,163,0.33,0.83,1.67,3.33,1.5,2.17,1.33,1.83,1.33,3.5,1.17,0.67,1.64,"4","sep-83","feb-88"
"187","28025040","San José de Oriente","La Paz","Cesar",10.35,-73.05,850,0.28,0.17,0.17,0.72,0.61,1.06,0.61,0.83,0.78,0.89,0.44,0.44,0.58,"18","ene-78","dic-97"
"188","25025330","Colegio Agronómico Pailitas","Pailitas","Cesar",8.95,-73.63,50,NA,0.12,0.88,1.23,1.88,1.04,0.38,0.5,0.85,0.65,0.73,0.31,0.78,"22","sep-87","ago-12"
"189","28015030","Cicolac","Valledupar","Cesar",10.48,-73.27,180,NA,0.09,0.18,1.18,0.64,0.45,0.18,0.36,0.27,0.55,0.09,0.09,0.37,"9","ene-77","ene-88"
"190","28035010","Villa Rosa","Valledupar","Cesar",10.18,-73.53,70,0.06,0.15,0.32,0.85,1.32,1.24,0.79,0.56,0.79,0.71,0.71,0.21,0.64,"34","ene-79","oct-12"
"191","28035020","El Callao","Valledupar","Cesar",10.35,-73.32,110,0.17,0.13,0.07,0.7,1.5,1.53,0.9,0.33,0.8,0.97,0.73,0.13,0.66,"29","ene-79","ago-12"
"192","28035030","Aeropuerto Alfonso López","Valledupar","Cesar",10.43,-73.23,138,0.07,0.1,0.17,0.52,0.76,0.9,0.62,0.31,0.72,0.69,0.41,0.14,0.45,"27","dic-83","oct-12"
"193","28035040","Guaymaral","Valledupar","Cesar",9.9,-73.63,50,0.03,0.24,0.33,0.64,1.79,1.48,0.73,0.55,1.18,1.15,0.79,0.15,0.76,"33","ene-79","ago-12"
"194","28045010","Pueblo Bello","Valledupar","Cesar",10.37,-73.63,1000,0.22,0.11,0.44,1,1.11,1.33,0.67,0.33,0.78,2.11,0.89,0.11,0.76,"9","ene-84","dic-94"
"195","56015010","Panamericana","Bahía Solano","Choco",6.22,-77.4,4,7.77,4.89,5.89,7.43,8.71,8.69,7.89,7.29,9.43,8.37,10.8,10.6,8.15,"30","ene-78","sep-12"
"196","11085010","La Loma","Bojayá","Choco",6.53,-76.98,20,5.5,4.5,6.39,6.28,7.06,5.22,3.56,2.89,3.78,4.44,4.28,5.33,4.94,"18","ene-82","jun-00"
"197","54025020","Aeropuerto Condoto","Condoto","Choco",5.1,-76.65,66,5.88,5.13,6.88,7.67,4.63,3.71,3.88,4.25,4.67,6.63,6.17,7.13,5.55,"23","ene-79","feb-02"
"198","54085010","Noanamá","Medio San Juan","Choco",4.68,-76.93,40,8.97,6.06,7.88,7.52,6.79,6.7,4.91,5.39,6.64,7.55,7.79,9.88,7.17,"33","ene-79","abr-12"
"199","11045010","Aeropuerto El Caraño","Quibdó","Choco",5.68,-76.63,53,5.67,4.79,6.7,5.88,5.24,3.79,3.12,2.55,3.82,4.39,4.42,5.91,4.69,"33","mar-79","nov-12"
"200","11125010","La Teresita","Riosucio","Choco",7,-77.5,50,3.47,3.13,5.4,4.73,4.8,3.6,1.93,3.93,4.47,4.53,6.13,4.53,4.22,"15","ene-79","abr-95"
"201","11135020","La Balsa","Riosucio","Choco",7.52,-77.2,5,1.14,0.29,2.57,3.57,4,3.71,1.71,2.86,3.86,3.86,2.86,1.57,2.67,"6","may-88","nov-95"
"202","11145010","Bajirá","Riosucio","Choco",7.38,-76.67,150,2.75,0.67,3.5,3.33,2.33,3,1.75,2.17,2.25,1.75,1.5,2.92,2.33,"10","dic-85","jun-96"
"203","54025010","San José Palmar","San José del Palmar","Choco",4.88,-76.22,1115,8.79,9.24,10.15,8.35,5.09,4.91,3.76,3.12,4.38,5.32,5.68,7.74,6.38,"32","feb-79","may-12"
"204","11155020","La Gloria","Unguía","Choco",8.27,-77.07,5,0.33,1.67,1.33,1.33,2,1.33,1,1,0.67,0.67,1,0.67,1.08,"3","feb-82","mar-84"
"205","25025150","Ayapel","Ayapel","Córdoba",8.28,-75.15,22,0.53,1.16,1.81,2.53,3.22,3.72,1.34,1.5,2.25,2.31,1.66,1.63,1.97,"28","jun-79","ago-12"
"206","13075030","Turipaná","Cereté","Córdoba",8.83,-75.8,20,0.22,0.81,1.75,2.83,3.67,2.94,2.19,2.17,3.53,2.11,1.31,1.11,2.05,"35","jul-73","dic-12"
"207","13085010","La Doctrina","Lorica","Córdoba",9.3,-75.9,20,0.12,0.32,0.94,1.56,3.35,3,1.88,1.88,3,2.88,1.74,1.29,1.83,"34","ene-78","sep-12"
"208","13075050","Universidad de Córdoba","Montería","Córdoba",8.78,-75.85,15,0.15,0.3,0.97,1.52,2.79,2.03,1.48,1.18,2.91,1.42,0.73,0.64,1.34,"31","ago-79","feb-12"
"209","25025190","Planeta Rica","Planeta Rica","Córdoba",8.38,-75.58,90,0.46,0.8,1.74,2.51,2.37,2.46,1.71,1.63,2.63,2.11,1.57,1.2,1.77,"34","feb-78","ago-12"
"210","13015020","Tucura","Tierralta","Córdoba",7.97,-76.25,110,1,0.5,3.25,3.5,3.5,2.5,3.25,1,1.5,1.25,0.5,0.75,1.88,"4","may-92","sep-95"
"211","13015030","Campo Bello","Tierralta","Córdoba",7.98,-76.23,78,0.22,2.33,1.22,4,2.22,2.89,0.89,1.22,1,1.44,0.78,1.11,1.61,"6","dic-96","jun-04"
"212","13015040","Represa Urra","Tierralta","Córdoba",8.02,-76.2,300,0.4,1.8,1.4,1.9,2.4,2.4,0.9,2,1.1,1.1,1,1,1.45,"8","ene-05","sep-12"
"213","13035010","Puerto Nuevo","Tierralta","Córdoba",7.95,-76.28,145,1.23,1.69,2.92,2.62,3.08,1.77,1.23,1.08,1.23,1.23,0.77,1.69,1.71,"12","may-78","ago-91"
"214","21205660","Las Mercedes","Anapoima","Cundinamarca",4.57,-74.52,810,1.03,1.2,2.93,2.97,2.2,1.73,0.53,0.67,1.17,1.93,1.47,1.27,1.59,"29","ene-79","jun-12"
"215","21205670","La Florida","Anolaima","Cundinamarca",4.77,-74.43,1915,3.33,4,6.47,7,6.53,5.33,3.6,2.07,3.13,4.53,5.93,3.07,4.58,"15","ene-79","may-95"
"216","21206410","Escuela Samper Madrid","Apulo","Cundinamarca",4.52,-74.58,550,0.5,0.5,1.5,1.5,1.25,0.75,0.75,1.25,0.75,1.75,1,1.5,1.08,"4","mar-87","dic-90"
"217","21206080","Mesitas de Sta Inés","Cachipay","Cundinamarca",4.67,-74.47,1250,1.82,2.82,3.27,3.91,1.82,2.36,1,1,1.55,3.36,3.27,1.91,2.34,"11","ene-81","dic-94"
"218","35025060","La Bolsa","Choachí","Cundinamarca",4.57,-73.97,3195,2.92,3.42,6.31,8.31,7.31,8.88,11.35,6.15,6.19,5.12,4.88,3.12,6.16,"24","dic-87","jul-12"
"219","21205480","La Iberia","Chocontá","Cundinamarca",5.03,-73.72,2760,1.67,1.78,4.44,3,4.78,7.67,4.44,3.33,2.33,1.22,1.22,1.44,3.11,"9","ene-79","dic-90"
"220","21205740","Silos","Chocontá","Cundinamarca",5.12,-73.7,2709,0.69,1.15,2.54,3.62,2.92,6.15,4.04,3.42,2.08,1.88,1.15,0.69,2.53,"24","ene-79","abr-12"
"221","21205410","Represa del Neusa","Cogua","Cundinamarca",5.15,-73.98,3100,1.75,2.25,5.5,6.63,4.5,5.5,5,3.63,3.38,6.38,4.63,2.38,4.29,"8","ene-79","dic-90"
"222","21206070","Misiones","El Colegio","Cundinamarca",4.57,-74.3,1540,2.09,3.36,3.36,4.73,4.55,2.91,1.45,1.64,1.91,4,4.09,1.73,2.98,"9","dic-83","dic-94"
"223","21206160","Hidroparaiso","El Colegio","Cundinamarca",4.57,-74.4,1600,2.11,4.11,4.89,6.11,3.89,2.22,2,2,3.33,7.11,4.78,1.67,3.69,"8","ago-86","nov-02"
"224","21206290","Venecia","Facatativá","Cundinamarca",4.87,-74.42,2673,0.83,1.21,1.88,1.63,1.33,1.38,0.88,0.54,0.75,1,0.83,1.04,1.11,"24","ene-85","oct-08"
"225","21206310","Tisquesusa","Facatativá","Cundinamarca",4.82,-74.32,2570,0.17,0.33,0.33,1.5,NA,0.83,0.17,0.5,0.5,1.33,0.33,0.17,0.56,"6","abr-85","dic-90"
"226","24015120","Isla del Santuario","Fúquene","Cundinamarca",5.47,-73.73,2580,0.2,0.51,1.4,2.06,2.09,1.49,0.77,0.51,0.57,1.06,1.14,0.57,1.03,"35","ene-78","jul-12"
"227","21195120","Ita Valsalice","Fusagasugá","Cundinamarca",4.38,-74.38,1460,0.9,1.55,2.9,2.4,3.2,1.8,1.9,0.45,0.8,1.45,1.65,1.25,1.69,"20","ago-93","mar-12"
"228","21195140","Universidad Fusagasugá","Fusagasugá","Cundinamarca",4.33,-74.37,1720,0.56,1.11,2,2.11,3.44,2.78,2,1,0.89,0.89,0.89,1,1.56,"9","jul-96","ago-08"
"229","35065010","Gacheta","Gacheta","Cundinamarca",4.82,-73.63,1752,1.03,2.42,4.1,4.42,4.03,5.03,4.74,3.55,2.32,2.16,2,2.55,3.2,"28","jul-79","feb-12"
"230","21205620","Guatavita","Guatavita","Cundinamarca",4.88,-73.37,2625,0.57,1.14,1.43,2,1.71,2.14,1.57,1.14,1.57,1.57,0.86,0.71,1.37,"7","ago-84","dic-90"
"231","21206390","La Mesa","La Mesa","Cundinamarca",4.63,-74.43,1300,0.8,1,2.6,2,1.2,0.6,0.2,0.8,0.6,2.2,1.6,0.8,1.2,"5","sep-85","dic-90"
"232","21205420","Tibaitatá","Mosquera","Cundinamarca",4.68,-74.2,2543,0.74,1.23,2.16,2.68,2.32,1.48,0.68,0.45,0.71,1.48,1.03,0.97,1.33,"31","ene-82","jul-12"
"233","21206550","Sena Mosquera","Mosquera","Cundinamarca",4.7,-74.22,2543,0.5,0.88,1.38,2.63,2.75,1.25,0.5,0.38,3,4,1.13,1.38,1.65,"7","mar-98","oct-05"
"234","21205400","Checua-Nemocon","Nemocón","Cundinamarca",5.12,-73.87,2580,0.57,1.14,0.86,2.29,2,3.57,0.86,1.86,1.14,1.43,0.29,1.43,1.45,"7","ene-84","dic-90"
"235","23065070","Escuela Vocacional","Pacho","Cundinamarca",5.17,-74.2,1940,1.44,1.33,3.67,2.67,2.33,2.11,0.67,1.22,1.22,3,1.78,2.44,1.99,"9","ene-79","dic-90"
"236","23065120","La cabrera","Pacho","Cundinamarca",5.13,-74.13,2000,0.25,1.5,2.25,4,1,2,2,0.75,0.75,2,2.25,2.25,1.75,"3","mar-93","jun-12"
"237","21195060","Pandi","Pandi","Cundinamarca",4.18,-74.48,950,0.52,1.48,2.42,2.67,2.58,2.15,1,0.7,1.06,1.58,1.18,0.58,1.49,"33","ene-79","jun-12"
"238","35055010","El Japón","Paratebueno","Cundinamarca",4.37,-73.3,280,1.34,2.26,4.43,5.09,4.63,6.14,5.17,4.11,2.23,2.63,2.26,2.29,3.55,"34","ene-78","dic-12"
"239","21195070","Pasca","Pasca","Cundinamarca",4.3,-74.3,2256,1.8,2.72,5.16,5.08,3.6,4.16,3.72,2.28,2.8,4.56,4,2,3.49,"23","ene-79","oct-10"
"240","23035020","Aeropuerto Palanquero","Puerto Salgar","Cundinamarca",5.47,-74.65,172,2.32,3.39,3.45,2.58,2.03,2.35,0.97,0.68,1.42,1.68,1.61,2.35,2.07,"30","feb-79","nov-09"
"241","23125070","San Cayetano","San Cayetano","Cundinamarca",5.3,-74.07,2150,1.4,2.25,3.45,3.25,3.05,1.7,0.85,0.9,1.25,2.1,2.05,1.1,1.95,"19","ene-79","may-99"
"242","23065100","Sabaneta","San Francisco","Cundinamarca",4.9,-74.3,2475,2,1.93,4.19,3.7,3,1.41,0.89,0.93,1.59,2.3,2.59,2.07,2.22,"27","ago-86","jul-12"
"243","23065140","Santa Barbará","Sasaima","Cundinamarca",4.95,-74.42,1450,2.33,3.33,4.67,3,2,1,1,0.67,0.67,1.67,0.67,2,1.92,"3","ene-89","dic-92"
"244","21205610","Muna","Sibaté","Cundinamarca",4.55,-74.25,2565,0.44,1.78,1.67,2.56,2.89,1.56,0.33,0.78,0.78,1.33,1,1,1.34,"8","mar-83","dic-90"
"245","24015130","Simijaca","Simijaca","Cundinamarca",5.5,-73.85,2572,0.48,0.57,1.04,1.09,1.96,1.04,0.3,0.39,0.52,0.57,0.22,0.87,0.75,"23","ene-85","nov-08"
"246","21205720","Granja San Jorge","Soacha","Cundinamarca",4.5,-74.18,2900,1.66,2.21,2.69,2.97,3.07,2.03,1.48,1.45,2.21,2.83,2.28,1.62,2.21,"29","oct-83","feb-12"
"247","21205570","La Primavera","Subachoque","Cundinamarca",4.85,-74.22,2590,0.36,0.55,1.55,2.45,1.09,1.36,0.45,1.36,1.09,1.91,0.64,0.18,1.08,"10","ene-74","dic-90"
"248","21205650","Tabio","Tabio","Cundinamarca",4.77,-73.93,2620,0.57,1.04,2.3,1.87,1.7,1.78,1.3,0.96,1.13,1.83,1.09,1.04,1.38,"23","jun-70","sep-97"
"249","21205980","Granja Providencia","Tenjo","Cundinamarca",4.78,-74.2,2560,0.97,1.83,4.34,5.62,5.1,4.55,2.79,2.38,3.41,2.55,2.21,2.62,3.2,"28","ene-81","jul-12"
"250","21195030","Granja Tibacuy","Tibacuy","Cundinamarca",4.35,-74.42,1550,1.2,2.3,2.9,3.8,2.1,1.9,1.5,1.2,1.5,3.3,3.4,1.6,2.23,"9","ene-84","dic-94"
"251","21206400","La Victoria","Tocaima","Cundinamarca",4.47,-74.6,380,NA,1,1,2.25,0.75,0.25,NA,1,0.75,0.5,0.5,1,0.9,"4","ene-87","sep-90"
"252","21206450","Termozipa","Tocancipá","Cundinamarca",4.98,-73.93,2497,0.75,1,0.25,3,1.5,1,2,0.75,NA,1.25,0.5,0.75,1.16,"4","may-92","dic-95"
"253","35065020","Mambita","Ubalá","Cundinamarca",4.77,-73.33,840,0.67,2,6.67,8,7.67,9.67,6,2.67,2.33,2.33,2,1,4.25,"3","mar-79","jun-82"
"254","24015190","Novilleros","Villa de San Diego de U","Cundinamarca",5.33,-73.78,2550,0.38,0.88,4,2.5,1.25,3,1.88,1.38,2.25,2.25,1,0.88,1.8,"8","ene-83","dic-90"
"255","21206320","La Fortuna","Villapinzón","Cundinamarca",5.28,-73.6,2880,0.33,2,2,3.83,3.5,4.67,2,1.17,0.67,1.83,0.67,1.5,2.01,"6","ene-85","dic-90"
"256","23065200","El trapiche","Villeta","Cundinamarca",5.02,-74.5,1068,NA,1.75,1,2,2,1.5,1.25,NA,0.5,0.75,0.75,1,1.25,"4","jun-09","jun-12"
"257","23065130","Montelíbano","Yacopi","Cundinamarca",5.47,-74.37,1340,1,2.22,4.56,2.67,2.56,1.56,1.89,0.78,1.44,4.11,0.89,1,2.06,"9","ene-70","dic-92"
"258","23065110","Yacopi","Yacopí","Cundinamarca",5.48,-74.35,1347,1.19,2.42,4.32,3.52,2.58,1.87,1.03,0.94,1.94,2.06,1.45,1.58,2.08,"31","ene-79","ago-11"
"259","31095010","Puerto Inírida","Inírida","Guainía",3.87,-67.92,100,0.89,1.23,1.51,2.09,3.14,2.54,2.03,1.17,0.83,1.09,1.8,0.77,1.59,"31","dic-78","dic-12"
"260","31015010","El Trueno","San José del Guaviare","Guaviare",2.37,-72.63,150,1.1,1.57,3.23,3.43,3.8,3.4,4.03,3.2,2.03,2.07,2.27,1.87,2.67,"30","sep-82","dic-12"
"261","32105070","San José Guaviare","San José del Guaviare","Guaviare",2.55,-72.63,165,1.24,1.9,2.59,2.72,4.14,4.07,2.86,2.28,1.59,2.1,2.28,1.72,2.46,"27","abr-84","dic-12"
"262","32155010","Mapiripana","San José del Guaviare","Guaviare",2.8,-70.53,140,0.35,0.54,1.19,1.88,2.31,3.42,2.04,1.54,0.77,1.31,1.19,0.58,1.43,"20","abr-84","dic-12"
"263","21035030","Cueva Los Guácharo","Acevedo","Huila",1.58,-76,2225,3.89,4.11,7.89,6.56,5.67,7.67,6.67,4.78,2.33,4.22,4.11,2.56,5.04,"9","ene-79","ago-87"
"264","21105030","Algeciras","Algeciras","Huila",2.52,-75.32,1155,1.4,1.6,3.13,2.47,2.2,2.4,1.47,1.13,1.53,2.87,2.13,2.13,2.04,"9","ene-79","abr-12"
"265","21025020","Altamira","Altamira","Huila",2.07,-75.8,1352,1,1.94,3.24,3,2.29,1.82,3.41,2.82,1.47,1.29,1.71,1,2.08,"16","abr-79","ene-95"
"266","21025030","Altamira El Grifo","Altamira","Huila",2.07,-75.73,1368,0.71,1.76,2.53,2.35,2.76,2.06,2.12,1.29,1.76,1.65,1.29,1.18,1.79,"16","ene-96","dic-12"
"267","21105050","Los Rosales","Campoalegre","Huila",2.6,-75.42,553,0.97,1.53,2.79,2.79,2.35,1.62,1.47,1,1.21,1.53,1.62,1.24,1.68,"34","ene-79","dic-12"
"268","21145070","La Legiosa","Colombia","Huila",3.3,-74.7,1476,1.91,2.15,5,4.65,5.21,7.35,7.06,4.32,2.18,2.12,2.06,2.09,3.84,"34","ene-79","dic-12"
"269","21065040","Zuluaga","Garzón","Huila",2.25,-75.52,1270,2.82,3.24,5.53,5.5,5.06,5,3.65,3.65,3.24,4.38,3.24,2.79,4.01,"34","ene-79","dic-12"
"270","21065030","Jorge Villamil","Gigante","Huila",2.37,-75.55,1500,3.44,4,5,4,3.44,3.11,4.33,1.56,2.22,2.22,4.22,2.67,3.35,"9","ene-84","dic-94"
"271","21035020","Resina","Guadalupe","Huila",1.9,-75.67,2102,3.11,3.39,4.89,4.93,4.25,4.43,5.32,3.5,2.36,4.29,4.43,3.64,4.04,"28","ene-79","sep-07"
"272","21085020","Íquira","Íquira","Huila",2.65,-75.62,1095,1.05,1.76,2.86,2.05,2,1.19,1.71,0.57,0.76,1.24,1.76,2.14,1.59,"18","feb-84","mar-10"
"273","21055020","Escuela Agr La Plata","La Plata","Huila",2.37,-75.88,1070,1.82,2.09,3.44,2.85,2.82,2.5,4.26,2.76,2,2.26,2.18,1.97,2.58,"34","ene-79","dic-12"
"274","21115020","Aeropuerto Benito Salas","Neiva","Huila",2.93,-75.28,439,0.36,0.94,1.88,1.61,1.64,0.91,0.61,0.52,0.52,0.97,0.82,0.94,0.97,"33","mar-78","dic-12"
"275","21115100","Palacio-Vegalarga","Neiva","Huila",2.93,-75.05,1100,1.75,2.25,3.28,3.44,2.97,1.94,1.25,0.78,1.94,3.28,3.41,2.34,2.39,"32","ene-79","dic-12"
"276","21115150","Villaranza","Neiva","Huila",2.93,-75.2,740,0.6,0.2,1,1,0.8,1.6,0.4,0.6,0.2,1.8,1.4,0.6,0.85,"5","jun-83","dic-87"
"277","21095010","El Juncal","Palermo","Huila",2.82,-75.32,460,0.47,1.16,2.09,2.16,1.81,1.06,0.84,0.66,0.91,1.06,0.88,0.97,1.17,"32","abr-81","dic-12"
"278","21015020","Sevilla","Pitalito","Huila",1.82,-76.12,1320,1.91,3.03,4.94,3.64,3,3.33,4.85,3.88,2.55,2.48,2.03,2.33,3.16,"33","ene-79","dic-12"
"279","21125010","Santa María","Santa María","Huila",2.93,-75.58,1300,1.59,2.09,3.38,3.34,2.34,1.84,1.44,1.16,1.41,3.5,3.22,2.5,2.32,"30","ene-79","dic-12"
"280","21085030","San Rafael","Teruel","Huila",2.75,-75.57,1030,1.08,2.21,3.17,3.17,3,1.58,2,2.17,2.08,2.83,2.79,2.29,2.36,"22","ene-86","dic-12"
"281","21115120","La Boca","Villavieja","Huila",3.18,-75.27,420,0.11,0.11,1.11,1,0.67,0.67,0.44,0.56,0.11,0.89,0.44,NA,0.56,"9","sep-81","jul-89"
"282","21145040","San Alfonso","Villavieja","Huila",3.37,-75.1,440,1.67,2.52,3.94,2.91,1.97,1.52,1.18,0.7,1.09,2.09,2.3,3.52,2.12,"33","ene-79","may-12"
"283","15035020","Termoguajira","Dibulla","La Guajira",11.25,-73.4,5,0.25,0.75,1.2,1.15,1.2,0.3,0.3,0.15,0.35,0.45,1.05,0.85,0.67,"16","dic-91","feb-11"
"284","15065040","Paulina La-Automática","Fonseca","La Guajira",10.88,-72.82,170,0.18,0.18,0.46,0.71,1.07,0.75,0.25,0.25,0.57,0.61,0.5,0.32,0.49,"20","ene-76","jul-08"
"285","15065130","La Mina","Hatonuevo","La Guajira",11.13,-72.6,80,0.26,0.26,0.65,0.57,0.83,0.43,0.13,0.3,0.7,0.74,0.48,0.39,0.48,"23","abr-89","sep-12"
"286","15065050","Camp Intercor","Maicao","La Guajira",11.12,-72.52,122,NA,0.08,0.17,0.58,0.67,0.17,0.25,0.08,0.08,0.33,0.08,NA,0.25,"11","jul-78","jul-89"
"287","15085010","Aeropuerto Maicao","Maicao","La Guajira",11.4,-72.25,53,0.2,NA,0.2,0.6,1.3,0.6,0.4,0.5,1.2,1.2,0.9,0.6,0.7,"8","ene-79","sep-95"
"288","15085030","Escuela Agronómica Carraipía","Maicao","La Guajira",11.2,-72.37,118,0.26,0.65,1.18,2.12,2.18,0.94,0.26,0.29,0.79,1.06,0.88,0.53,0.93,"34","ene-79","oct-12"
"289","15075030","Manaure","Manaure","La Guajira",11.77,-72.47,1,0.03,0.16,0.32,0.77,0.55,0.26,0.61,0.23,0.55,0.65,0.19,0.26,0.38,"25","ago-79","sep-12"
"290","15045010","Matitas","Riohacha","La Guajira",11.25,-73.02,20,0.26,0.85,0.79,1.35,1.44,0.53,0.41,0.44,0.62,0.85,0.82,0.71,0.76,"25","ene-79","sep-12"
"291","15065010","Aeropuerto Almirante Padilla","Riohacha","La Guajira",11.52,-72.92,4,0.09,0.2,0.66,0.71,1.06,0.69,0.14,0.31,0.46,0.31,0.34,0.23,0.43,"30","dic-76","nov-12"
"292","15075010","Bahía Honda","Uribía","La Guajira",12.32,-71.8,10,0.25,NA,0.38,0.75,0.5,0.38,0.13,0.75,0.88,0.25,0.75,0.5,0.5,"8","feb-79","jun-86"
"293","15075060","Puerto Bolívar","Uribía","La Guajira",12.22,-71.98,10,0.07,0.19,0.33,0.59,0.81,0.37,0.26,0.3,0.81,0.85,0.74,0.22,0.46,"25","oct-86","oct-12"
"294","15085020","Nazareth","Uribía","La Guajira",12.17,-71.28,85,0.12,0.21,0.55,1.73,1.33,0.64,0.21,0.15,0.88,1.03,0.64,1.21,0.72,"32","ene-79","jul-12"
"295","15085040","Rancho Grande","Uribía","La Guajira",11.68,-71.82,50,0.15,0.35,0.85,1.06,2.03,1.12,1.06,0.5,0.76,1.06,0.76,0.59,0.86,"35","mar-78","mar-12"
