"","Codigo","Estacion","Municipio","Departamento","Latitud","Longitud","(m.s.n.m)","ENE","FEB","MAR","ABR","MAY","JUN","JUL","AGO","SEP","OCT","NOV","DIC","prom Anual","anosInformacion","fecha Inicio","fecha Final"
"26","11115040","Musinga","Frontino","Antioquia",6.78,-76.18,1330,2.04,1.32,2.54,4.32,3.18,2.32,1.57,1.96,2.18,2.89,2.36,2.18,2.4,"32","mar-85","sep-12"
"27","27015210","El Vivero","Guarne","Antioquia",6.28,-75.5,2400,2.88,2.5,2.44,3.56,3.69,1.75,0.81,0.94,3.13,5,3.38,4.25,2.86,"14","ene-81","jun-96"
"28","26225050","El palmar","Ituango","Antioquia",7.12,-75.67,580,0.33,0.89,0.89,0.89,1.22,0.89,0.78,0.33,1.67,0.56,0.89,1.67,0.92,"6","may-82","may-92"
"29","26195010","Miguel Valencia","Jardín","Antioquia",5.53,-75.85,1570,2.8,2.3,2.5,2.3,2,1.2,0.5,1,2.5,3.4,2.3,1.9,2.06,"10","ene-84","dic-94"
"30","26195030","El Jardín","Jardín","Antioquia",5.58,-75.8,2005,4,2.44,4.56,5.89,5.11,3.44,3.22,1.44,3.33,3.89,5.44,4.89,3.97,"7","ene-01","ago-12"
"31","26185020","Mesopotamia","La Unión","Antioquia",5.88,-75.32,2314,2.12,2.15,3.33,3.94,3.3,2.09,0.79,0.58,2.03,3.7,3.15,2.61,2.48,"30","ene-78","oct-12"
"32","27015070","Aeropuerto Olaya Herrera","Medellín","Antioquia",6.22,-75.58,1490,1.32,1.08,1.81,2.35,1.81,1.3,0.51,0.51,1.43,1.86,1.51,1.76,1.44,"34","abr-67","dic-12"
"33","27015170","Medellín","Medellín","Antioquia",6.68,-75.58,1491,0.64,0.45,1.64,2.45,2.18,1.18,0.45,0.18,1,1.55,1.36,0.91,1.17,"10","ene-57","abr-67"
"34","12015010","Villarteaga","Mutatá","Antioquia",7.35,-76.48,132,3.17,3.22,4.43,4.91,5.39,5.35,4.26,4.52,4.96,3.57,3.83,5.43,4.42,"22","ene-79","jul-12"
"35","25025140","Nechi","Nechí","Antioquia",8.1,-74.77,200,0.21,1.07,1.14,1.71,1.86,1.14,0.71,0.79,1.29,1.71,0.71,0.57,1.08,"13","ene-78","ene-91"
"36","12025030","El Mellito","Necocli","Antioquia",8.53,-76.67,10,0.93,1.37,2.07,3.23,3.5,2.93,1.9,2.13,2.8,2.47,1.97,1.6,2.24,"30","oct-83","jun-12"
"37","23085170","El Peñol","Peñol","Antioquia",6.23,-75.22,1880,1.14,1.32,1.91,2.5,1.32,1.05,0.32,0.45,1,1.82,1.36,1.59,1.31,"22","feb-60","dic-81"
"38","23095010","Aeropuerto Puerto Berrío","Puerto Berrío","Antioquia",6.45,-74.4,150,0.5,1.03,3,2.1,1.4,1,0.33,0.27,0.73,1.3,0.87,1.03,1.13,"29","ene-83","may-12"
"39","23175020","Aeropuerto Otú","Remedios","Antioquia",7,-74.7,718,1.29,1.16,2.97,3.06,2.35,2.06,1.26,1.19,1.68,2.87,2.06,1.74,1.98,"29","feb-79","ago-12"
"40","23085040","La Selva","Rionegro","Antioquia",6.12,-75.4,2090,2.45,2.39,2.73,3.55,2.67,2.06,0.91,0.82,1.88,3.06,2.39,2.21,2.26,"31","feb-79","may-12"
"41","23085200","Aeropuerto J M Córdova","Rionegro","Antioquia",6.17,-75.42,2073,1.29,1.1,1.71,1.86,1.48,0.57,0.29,0.29,0.71,1.38,1.29,1.62,1.13,"18","sep-80","dic-12"
"42","23085010","Calderas","San Carlos","Antioquia",6.15,-75.07,1320,0.75,3.75,1,0.75,0.25,0.5,NA,0.5,0.75,2,1.75,NA,1.2,"4","ago-85","may-88"
"43","Puerto Belo","San Carlos","Antioquia","6.22",-74.85,790,1,0.88,1.25,1.5,0.88,0.88,NA,0.88,0.75,1.88,1,1.5,1.13,8,"ago-73","dic-81",""
"44","23085220","San Carlos","San Carlos","Antioquia",6.15,-75.03,1113,1.5,1.82,2.96,2.54,1.18,1.39,0.54,0.43,1.32,1.64,1.82,1.5,1.55,"26","abr-84","jul-12"
"45","23085210","Las Violetas","San Rafael","Antioquia",6.33,-75,1016,1.14,0.86,1.64,1.61,1.14,1.21,0.39,0.39,1.07,1.11,1.18,1.71,1.12,"28","abr-84","sep-11"
"46","23085080","Granja Exp El Nus","San Roque","Antioquia",6.48,-74.83,835,0.79,1.03,2.58,1.94,1.61,1.09,0.21,0.45,0.94,1.15,1.12,0.7,1.13,"29","ene-79","may-12"
"47","23085160","Corrientes","San Vicente","Antioquia",6.3,-75.25,1950,1.37,0.95,1.68,2.58,1.21,1.37,0.63,0.58,1.21,2.32,1.47,1.53,1.41,"17","abr-84","mar-93"
"48","27015110","Aragón","Santa Rosa de Osos","Antioquia",6.53,-75.82,2600,1.61,1.61,2.76,4.18,2.85,1.73,0.85,1.03,2.36,2.52,1.94,1.7,2.09,"31","feb-79","jul-12"
"49","26215020","Cañafisto","Santafé de Antioquia","Antioquia",6.42,-75.82,500,0.81,1.38,1.13,1.25,1.31,1.06,0.31,0.38,0.94,1,1.38,0.88,0.98,"14","jun-87","feb-05"
"50","26225030","Hacienda Cotove","Santafé de Antioquia","Antioquia",6.53,-75.82,530,0.53,0.68,1.26,1.62,1.44,0.68,0.21,0.56,0.94,0.97,1.03,0.82,0.89,"31","feb-78","sep-12"
"51","27015190","Guayabito","Santo Domingo","Antioquia",6.53,-75.13,1700,1.94,1.81,3.34,3.31,2.75,1.66,0.91,0.78,2.13,3.28,2.06,2.31,2.19,"28","ene-79","may-12"
"52","23075010","Rio Claro","Sonsón","Antioquia",5.85,-74.83,449,1.79,2.21,4.17,3.38,2.29,1.96,0.58,0.67,1.83,2.42,1.71,2.21,2.1,"24","ene-86","oct-09"
"53","26175030","Granja La Nacional","Támesis","Antioquia",5.72,-75.68,1151,1.79,1.61,1.82,3.03,3.12,2.15,0.82,0.79,1.58,3,2.06,2.15,1.99,"31","ene-79","sep-12"
"54","26235030","Matanzas","Toledo","Antioquia",7.03,-75.65,500,1.43,1.57,3.71,2.71,3.43,3.14,3,1.57,3,3.43,1.57,2.57,2.6,"7","sep-06","jul-12"
"55","12015050","Riogrande","Turbo","Antioquia",7.92,-76.63,20,1.89,2.44,3.56,4.56,3.89,4.22,2.44,3.11,3.22,2.56,2,1.78,2.97,"9","ene-84","ene-92"
"56","12025010","Aeropuerto Gonzalo Mejía","Turbo","Antioquia",8.12,-76.73,1,0.4,1.6,2.2,3,2,2.6,1.2,1.4,2.4,1.8,1.4,1,1.75,"5","mar-79","abr-83"
"57","11075010","La Honda","Urrao","Antioquia",6.35,-76.15,1850,2.1,2.3,2.8,3.85,3.55,3.65,2.4,2.1,2.75,3.2,2.9,2.65,2.85,"20","sep-92","feb-11"
"58","11075020","Urrao","Urrao","Antioquia",6.32,-76.13,1850,1.87,1.43,2.17,3.2,3.03,1.9,0.9,1.27,2.47,3.07,2.83,2.33,2.21,"29","ene-79","nov-11"
"59","26255020","Santa Isabel","Valdivia","Antioquia",7.15,-75.43,1200,3.76,4.18,6.15,5.79,3.94,2.94,1.56,2.09,3.38,3.41,2.12,3.09,3.53,"33","ene-79","sep-12"
"60","23105030","Vegachí","Vegachí","Antioquia",6.77,-74.78,995,0.57,0.7,1.91,2.3,1.78,1.09,0.61,0.65,1.22,1,0.78,1,1.13,"22","may-90","sep-12"
"61","26205020","El Rosario","Venecia","Antioquia",5.93,-75.72,1600,2.4,2.1,1.9,2.9,2.8,1.3,0.1,0.8,1.9,3.3,2.6,2.4,2.04,"10","ene-84","dic-94"
"62","26205070","La Plata","Venecia","Antioquia",5.98,-75.82,750,1.25,0.5,0.75,0.92,1,0.42,0.08,0.5,0.67,1.42,1.42,1.5,0.87,"10","mar-84","mar-95"
"63","37055010","Aeropuerto Arauca","Arauca","Arauca",7.07,-70.73,128,0.16,0.52,1.32,2.23,2.97,3.42,3.68,2,1.35,1.1,1.16,0.45,1.7,"31","jul-81","dic-12"
"64","37045010","Saravena","Saravena","Arauca",6.93,-71.88,148,1.97,2.21,6.1,6.86,5.38,5.14,3.86,2.72,1.97,1.69,1.66,1.93,3.46,"29","ene-81","may-11"
"65","29045100","Base Naval","Barranquilla","Atlántico",11,-74.78,5,NA,0.17,0.33,0.67,2.5,1.83,1.5,0.33,0.5,0.83,0.67,0.33,0.88,"6","abr-85","jul-90"
"66","29045120","Las Flores","Barranquilla","Atlántico",11.03,-74.82,2,0.11,0.18,0.57,0.64,1.68,1.71,0.82,0.61,1.04,1.14,0.75,0.5,0.81,"22","jul-80","may-12"
"67","29035080","Normal Manatí","Manatí","Atlántico",10.45,-74.95,10,0.18,0.21,0.61,1.03,1.91,1.85,0.82,0.64,1.24,1.55,1.45,0.67,1.01,"29","mar-79","jul-12"
"68","29035120","El Limón","Manatí","Atlántico",10.42,-75.07,7,0.09,0.22,0.52,0.83,1.91,2.43,1.48,0.87,1.57,2.17,1.39,0.48,1.16,"22","ene-80","may-02"
"69","29035070","Repelón","Repelón","Atlántico",10.5,-75.12,10,0.06,0.19,0.68,1.23,2.97,2.45,1.94,1.23,1.87,2.65,1.55,0.84,1.47,"31","ene-81","oct-11"
"70","29035130","Granja Santa Lucia","Santa Lucia","Atlántico",10.32,-74.95,5,NA,NA,0.2,1,2.6,2.8,1.4,0.8,0.6,1,0.4,0.8,1.16,"4","ene-81","sep-87"
"71","29045020","Aeropuerto E Cortissoz","Soledad","Atlántico",10.88,-74.77,14,NA,0.18,0.21,0.61,1.67,1.45,0.97,0.82,1,1.67,1.21,0.45,0.93,"30","ene-80","oct-12"
"72","21205230","Observatorio Meteorológico Nacional","Bogotá","Bogotá D.C.",4.63,-74.1,2556,1,2,2.85,5,2.92,2.62,2.23,1.62,1.92,2.85,3,1.54,2.46,"13","ene-80","nov-93"
"73","21205520","El Dorado Didáctica","Bogotá","Bogotá D.C.",4.7,-74.15,2546,0.94,1.18,1.65,2.41,2.12,2.06,0.65,0.82,1.29,1.76,1.06,0.82,1.4,"17","ene-79","jun-96"
"74","21205580","Venado Oro Vivero","Bogotá","Bogotá D.C.",4.58,-74.05,2725,1.81,2.94,4.88,6.28,5.09,3.19,2.91,2.41,3.56,4.91,4.63,2.75,3.78,"31","ene-79","ene-12"
"75","21205590","Aeropuerto Guaymaral","Bogotá","Bogotá D.C.",4.82,-74.08,2560,0.7,1.5,2.9,2.4,1.9,1.7,1.1,1.5,1.2,1.9,1.5,0.8,1.59,"9","dic-80","dic-90"
"76","21205790","Aeropuerto El dorado","Bogotá","Bogotá D.C.",4.7,-74.15,2547,0.59,1.22,2.03,2.56,2.09,1.31,0.78,0.5,1.22,1.59,1.16,1.25,1.36,"32","ene-80","abr-12"
"77","21206050","Escuela Col Ingeniería","Bogotá","Bogotá D.C.",4.78,-74.03,2650,0.59,1.55,2.82,3,2.64,2.23,1.41,1.73,2,2.23,1.95,1.23,1.95,"21","abr-86","ene-07"
"78","21206130","Radiosonda Eldorado","Bogotá","Bogotá D.C.",4.7,-74.15,2546,0.4,1.2,0.8,3.2,2,1.8,0.8,0.8,1.2,1,0.4,0.8,1.2,"5","ene-81","nov-85"
"79","21206220","Universidad Nacional","Bogotá","Bogotá D.C.",4.63,-74.08,2556,0.52,1.81,2.62,3.24,2.71,1.48,0.67,0.95,1.33,2,1.1,0.86,1.61,"21","ago-87","jun-12"
"80","21206240","Centro Gaviotas","Bogotá","Bogotá D.C.",4.6,-74.07,2700,0.6,2,1.8,1.6,2.2,0.8,1.6,0.8,0.6,2.4,4.2,1.2,1.65,"4","oct-87","jun-92"
"81","21206260","C.Universidad.Agrop-Udca","Bogotá","Bogotá D.C.",4.78,-74.03,2570,0.5,0.83,2.5,3.17,2,1.33,1.5,0.67,1.17,1.5,0.83,1,1.42,"4","may-94","dic-12"
"82","21206560","Inem Kennedy","Bogotá","Bogotá D.C.",4.65,-74.13,2580,0.73,1.13,3.73,3.8,3.2,1.93,1.13,1.2,1.8,2.13,2.87,1.93,2.13,"15","sep-98","jul-12"
"83","35025070","Los tanques","Bogotá","Bogotá D.C.",4.18,-74.18,3150,1.71,2.79,4.83,4.96,4.92,4.83,5.17,3.96,2.63,3.08,2.92,2,3.65,"22","nov-87","nov-11"
"84","29035170","Sincerín","Arjona","Bolívar",10.13,-75.27,10,0.13,0.1,0.77,1.32,2.23,2.06,0.97,0.65,1.61,2.19,1.06,0.52,1.13,"26","abr-78","dic-11"
"85","14015020","Aeropuerto Rafael Núñez","Cartagena","Bolívar",10.43,-75.5,2,0.03,0.03,0.5,0.91,2.21,2.76,1.68,1.38,1.94,2.91,2.03,0.88,1.44,"33","jul-79","dic-12"
"86","14015030","Escuela Naval Cioh","Cartagena","Bolívar",10.38,-75.53,1,NA,0.11,0.41,0.78,1.89,1.56,1.48,0.96,1.7,2.48,1.81,0.63,1.26,"27","ago-82","sep-12"
"87","14015060","Islas del Rosario","Cartagena","Bolívar",10.18,-75.75,3,0.46,0.69,0.62,2.23,3.08,3.31,2.23,1.62,2.38,3,1.54,0.15,1.78,"12","mar-84","ene-96"
"88","29015020","Carmen de Bolívar","El Carmen de Bolívar","Bolívar",9.7,-75.1,152,0.13,0.19,0.63,1.25,2.75,2.16,1,0.97,2.38,2.28,0.88,1.03,1.3,"32","ene-81","ago-12"
"89","25025100","Aeropuerto Baracoa","Magangue","Bolívar",9.27,-74.83,18,0.18,0.14,0.39,1.29,1.96,1.68,0.79,0.93,1.25,1.43,0.93,0.39,0.95,"24","ene-81","abr-12"
"90","29035030","Presa Ay Grande","María La Baja","Bolívar",9.87,-75.32,60,0.29,0.68,0.81,1.32,2.94,3.16,2.06,1.77,2.84,2.87,2.26,0.74,1.81,"29","feb-80","abr-12"
"91","29035110","San Pablo","María La Baja","Bolívar",10.03,-75.25,20,0.24,0.47,0.71,1.26,2.88,2.56,1.38,1,2,2.29,1.88,0.59,1.44,"30","ene-79","oct-12"
"92","14015010","Galerazamba","Santa Catalina","Bolívar",10.78,-75.25,20,0.35,0.43,1.26,1.22,2.39,2.78,1.52,1.09,1.13,1.74,1.52,0.96,1.37,"20","ene-81","jul-12"
"93","23205030","Santa Rosa de Simití","Santa Rosa del Sur","Bolívar",7.95,-74.05,650,0.24,0.48,1.73,3.15,2.15,1.12,0.67,0.76,1.55,2.45,1.52,0.61,1.37,"33","ene-79","nov-11"
"94","23205050","Canelos","Santa Rosa del Sur","Bolívar",7.88,-74.23,750,0.29,0.82,2.68,4.07,2,1.75,0.5,0.68,2.29,1.89,1.39,0.64,1.58,"28","oct-83","abr-11"
"95","25025020","Monterrey Forestal","Zambrano","Bolívar",9.73,-74.83,25,0.05,0.19,0.43,0.86,1.76,1.48,0.62,0.48,1.48,1.38,0.95,0.57,0.85,"20","nov-92","nov-12"
"96","35095040","El Olarte","Aquitania","Boyacá",5.48,-72.93,3030,0.33,1.17,1,2.33,2.33,2.33,1,1.5,0.5,1,0.67,1,1.26,"6","ene-85","oct-98"
"97","24035330","Boavita","Boavita","Boyacá",6.32,-72.57,2150,0.24,0.48,1.24,1.7,2,0.94,0.94,0.58,0.94,1.12,0.58,0.52,0.94,"33","ene-79","sep-12"
"98","23125100","Buenavista","Buenavista","Boyacá",5.5,-73.93,2200,5.44,5.22,7.72,11,9.33,6.72,4.44,5.33,4.28,5.5,6.06,6.89,6.5,"17","ene-94","sep-12"
"99","24035420","Cerinza","Cerinza","Boyacá",5.95,-72.93,2643,0.5,1.5,1.75,2.5,0.75,1,1.25,2.25,2.5,2,1.75,0.75,1.54,"4","may-09","ago-12"
"100","24015180","Esclusa Tolón","Chiquinquirá","Boyacá",5.62,-73.78,2545,0.25,0.25,0.63,0.88,1,0.88,0.38,0.5,0.5,1.38,1.25,0.5,0.7,"8","ene-83","dic-90"
"101","24035310","Chiscas","Chiscas","Boyacá",6.53,-72.5,2350,0.09,0.59,1.26,1.88,1.74,1.88,0.91,0.5,0.94,1.65,0.76,0.38,1.05,"34","ene-78","abr-12"
"102","24035250","Chita","Chita","Boyacá",6.18,-72.45,2888,0.34,0.84,1.72,3.78,4.25,4.13,3.72,2.88,1.97,2.34,1.75,0.59,2.36,"31","ene-79","jun-12"
"103","35095030","El Túnel","Cuítiva","Boyacá",5.57,-72.93,3000,0.06,0.84,1.34,2.41,1.78,1.94,2.13,1.56,1.5,1.91,1.34,0.5,1.44,"28","ene-79","mar-12"
"104","24025030","La Sierra","Duitama","Boyacá",5.97,-73.15,2700,1.16,1.66,3.84,6.63,6.53,4.13,2.88,2.31,3.19,5.81,3.69,1.91,3.64,"32","feb-78","sep-12"
"105","24035120","Surbata Bonza","Duitama","Boyacá",5.8,-73.07,2485,0.26,0.43,0.94,1.71,1.54,1.09,1,0.71,1.23,1.37,0.89,0.31,0.96,"32","jul-78","jun-12"
"106","24035240","Sierra Nevad Cocuy","Guicán","Boyacá",6.4,-72.37,3716,0.35,0.56,1.56,3.62,3.12,2.59,1,1.5,2.56,2.62,2.06,0.47,1.83,"32","ago-78","jun-12"
"107","35075040","Inst Agr Macanal","Macanal","Boyacá",4.93,-73.32,1300,1,1.35,2.45,3.74,3.35,5.06,5.03,4.16,2.03,1.1,1.32,0.74,2.61,"31","ago-82","nov-12"
"108","24015020","Bertha","Moniquirá","Boyacá",5.88,-73.6,1700,0.17,0.17,1.17,1.67,1.17,0.67,0.67,0.67,1,1.5,0.5,0.17,0.79,"6","jul-88","dic-94"
"109","24035150","Belencito","Nobsa","Boyacá",5.77,-72.88,2530,0.17,0.77,1.6,2.43,2.06,2.11,1.43,1.17,1.89,2.31,1.26,0.71,1.49,"32","feb-78","mar-12"
"110","35075010","Nuevo Colon","Nuevo Colon","Boyacá",5.35,-73.45,2438,0.66,1.09,2.26,4.49,3.34,4.91,5.89,4.77,2.29,2.14,1.11,0.94,2.82,"33","feb-78","jul-12"
"111","24035170","Tunguavita","Paipa","Boyacá",5.73,-73.1,2470,0.36,0.58,1.45,2.97,2.52,2.64,1.94,1.12,1.52,1.82,1.18,0.48,1.55,"32","ene-79","ene-11"
"112","35085020","Rondón","Rondón","Boyacá",5.35,-73.2,2120,1.67,2.24,3.48,5.12,6.06,8.79,10.27,8.94,2.79,2,2.09,2.64,4.67,"31","ene-78","jun-12"
"113","24015360","Saboya La Granja","Saboya","Boyacá",5.68,-73.75,2550,0.25,1,2.5,2.75,1,1,0.75,0.25,1.25,0.25,0.25,0.25,0.96,"4","may-09","jun-12"
"114","24015220","Villa Carmen","Samacá","Boyacá",5.5,-73.48,2600,0.32,0.82,1.79,2.09,1.85,1.71,1.06,0.76,0.94,1.15,1,0.56,1.17,"32","jul-78","sep-12"
"115","24015290","Gachaneca","Samacá","Boyacá",5.43,-73.55,3400,0.44,1.22,0.67,2.56,3.33,6,7.89,5,2.56,3.78,1.33,0.78,2.96,"6","ago-79","abr-89"
"116","24015310","San Miguel De Sema","San Miguel de Sema","Boyacá",5.52,-73.72,2600,0.24,0.48,0.95,1.29,0.71,0.52,0.24,0.19,0.48,0.29,0.14,0.52,0.5,"21","ene-87","nov-08"
"117","24035340","Aeropuerto A Lleras C","Sogamoso","Boyacá",5.67,-72.97,2500,0.07,0.6,1.2,1.97,1.97,1.17,0.87,0.73,0.93,1.73,0.5,0.2,0.99,"30","ene-83","mar-12"
"118","35075020","Sutatenza","Sutatenza","Boyacá",5.02,-73.43,1930,0.94,1.38,2.88,2.78,2.63,3.38,3.91,3.78,2.03,1.78,1.38,0.88,2.31,"31","ago-78","nov-12"
"119","24035180","San Rafael","Tibasosa","Boyacá",5.78,-72.98,2548,0.15,0.58,1.12,2.27,2.69,2.23,1.46,1.19,1.12,1.85,1.08,0.46,1.35,"25","feb-78","ene-04"
"120","24035040","La Copa","Toca","Boyacá",5.57,-73.2,2700,0.29,0.57,1.76,1.81,1.14,0.95,0.81,0.57,0.86,1.24,0.71,0.43,0.93,"20","ene-92","abr-12"
"121","24035130","U P T C","Tunja","Boyacá",5.55,-73.35,2690,0.09,0.45,1.06,1.61,1.48,1.42,0.88,0.58,0.64,0.88,0.58,0.3,0.83,"33","ene-79","jul-12"
"122","24015170","Pasadena","Villa de Leyva","Boyacá",5.68,-73.6,2133,NA,0.25,1,1.5,0.5,NA,0.75,0.5,0.25,0.25,0.25,NA,0.58,"4","ene-79","dic-83"
"123","24015230","El Carmen","Villa de Leyva","Boyacá",5.65,-73.52,2250,10.33,0.67,1.33,1.33,0.67,1,1,1,0.33,1.67,1,0.67,1.75,"3","feb-78","dic-80"
"124","24015300","Villa De Leiva","Villa de Leyva","Boyacá",5.65,-73.53,2215,0.44,0.72,2.13,2.81,1.88,1.53,1.16,0.66,1.09,1.44,1.19,0.56,1.3,"32","ene-81","jul-12"
"125","26145020","Bellavista","Anserma","Caldas",5.27,-75.8,1932,2.97,2.44,3.25,5.06,3.44,2.78,1.34,1,2.38,4.22,4.22,5,3.17,"32","abr-79","dic-12"
"126","26135050","Naranjal","Chinchiná","Caldas",4.97,-75.7,1400,2.33,1.78,3,3.67,2.22,1,0.78,0.78,2.78,3.22,1.89,2,2.12,"9","ene-84","dic-94"
"127","26155020","Cenicafé","Chinchiná","Caldas",4.98,-75.58,1310,2.33,2,3,3.33,2.67,1.22,0.67,1.11,2.11,2.56,1.67,1.67,2.03,"9","ene-84","dic-94"
"128","26155050","Agronomía","Manizales","Caldas",5.05,-75.48,2150,2.8,3.1,3.3,4.2,4.6,3.6,2.3,1.8,3.3,4.9,3.1,2.7,3.31,"10","ene-84","dic-95"
"129","26155110","Aeropuerto La Nubia","Manizales","Caldas",5.02,-75.47,2058,1.48,1.97,2.88,4.06,3.64,2.7,1.7,1.45,2.79,3.58,2.94,2.24,2.62,"31","ene-79","oct-12"
"130","26155170","Finca Tesorito","Manizales","Caldas",5.02,-75.43,2290,1.53,2.79,4,5.32,4.68,3.16,1.32,2.26,3.47,3.74,3.53,2.32,3.18,"18","nov-93","mar-11"
"131","23025030","Santa Helena","Marquetalia","Caldas",5.3,-75.07,1450,2,3.2,4.8,4.3,3.3,2.1,0.8,1.5,2.3,4.6,2.7,2.1,2.81,"10","ene-84","dic-94"
"132","26155090","Santágueda","Palestina","Caldas",5.08,-75.67,1010,2.1,0.6,2.4,2.8,1.6,1.7,0.2,0.7,0.9,1.6,1,0.9,1.38,"10","ene-84","dic-94"
"133","26155120","Aeropuerto Santágueda","Palestina","Caldas",5.08,-75.68,933,1.11,0.78,1.67,2.11,2.22,1,0.44,1,0.78,1.89,1.67,1.22,1.32,"8","feb-79","dic-87"
"134","26155140","Granja Luker","Palestina","Caldas",5.08,-75.68,1020,1.67,1.22,2.11,3.11,2.78,1.67,0.67,0.78,1.44,2.22,1.89,1.11,1.72,"9","ene-84","dic-94"
"135","26175050","Riosucio","Riosucio","Caldas",5.43,-75.7,1820,2.2,3.2,3,4.2,3.8,1.8,0.6,2.2,0.6,3,2,2.4,2.42,"3","feb-79","mar-84"
"136","26185040","San Félix","Salamina","Caldas",5.37,-75.37,2696,3.21,2.97,4.36,6.36,4.82,2.91,1.52,1.82,2.52,4.88,5.79,4.15,3.78,"28","feb-79","sep-12"
"137","23055040","Samana","Samaná","Caldas",5.42,-74.98,1475,4.88,5.76,9.35,7.35,4.88,2.29,1.94,1.71,3.76,7.53,6,7.88,5.28,"14","ene-79","dic-09"
"138","26155150","Las Brisas","Villamaría","Caldas",4.9,-75.35,4150,4.54,4.73,7.96,11.73,11.81,9,4.46,5.38,9.38,11.31,8,6.54,7.9,"26","ene-82","sep-12"
"139","44045030","La Mono","Belén de Los Andaquíes","Caquetá",1.3,-75.8,300,1.77,3.84,5.1,5.65,5.29,6.42,6.35,4.58,3.13,2.45,2.84,2.26,4.14,"29","sep-79","dic-12"
"140","46045010","Remolinos D Caguán","Cartagena Del Chaira","Caquetá",0.6,-74.42,200,0.92,1.54,2.38,1.38,1.15,2.08,2.23,2.69,1.46,1,1.46,0.69,1.58,"9","dic-85","ene-01"
"141","46035010","Maguare","El Doncello","Caquetá",1.63,-75.15,270,1.16,3.44,5.47,5.91,5.19,7.31,7.19,4.13,2.63,2.84,2.84,1.47,4.13,"30","may-79","ago-12"
"142","44035020","Aeropuerto G Artunduaga","Florencia","Caquetá",1.58,-75.55,244,1.33,3.61,5.06,5.24,5.12,6.58,7.15,4.24,2.42,2.12,2.21,1.45,3.88,"32","ene-76","dic-12"
"143","44035030","Macagual","Florencia","Caquetá",1.48,-75.65,280,1.46,3.32,4.7,5.05,5.19,6.14,5.95,4.05,2.89,2.49,2.19,1.59,3.75,"37","ago-76","dic-12"
"144","46035020","Puerto Rico","Puerto Rico","Caquetá",1.92,-75.15,285,1.58,3.85,6,6.31,6.85,9.27,8.58,4.81,3.08,3.38,2.54,1.46,4.81,"26","abr-84","ago-10"
"145","46015010","San Vicente Caguán","San Vicente del Caguán","Caquetá",2.05,-74.75,300,0.68,2.04,3.14,3.61,2.82,4.96,4.89,2.57,1.79,1.64,1.36,0.96,2.54,"24","ene-79","feb-12"
"146","44135010","Araracuara","Solano","Caquetá",-0.6,-72.37,150,1.74,1.97,2.48,2.32,2.77,2.65,2.52,1.48,1.94,1.23,1.65,1.55,2.02,"27","mar-79","dic-12"
"147","44055010","Tres Esquinas","Solano","Caquetá",0.73,-75.23,219,1.25,2.69,3.72,3.94,3.44,3.61,3.06,2.28,1.39,1.22,1.83,1.53,2.5,"36","dic-77","jun-12"
"148","44045020","Valparaíso","Valparaíso","Caquetá",1.18,-75.7,270,1.88,4,5.53,4.41,5.15,6.74,7.06,4,3.15,3.24,3.24,1.94,4.19,"32","feb-78","dic-12"
"149","35195030","Aguazul","Aguazul","Casanare",5.17,-72.55,380,0.42,0.73,1.92,2.65,2.62,2.92,2.12,1.77,1.15,0.69,0.88,0.54,1.54,"23","ene-80","oct-07"
"150","35225020","Módulos","Orocué","Casanare",4.9,-71.42,130,0.28,0.72,1.76,2.97,2.48,3.55,2.72,2.17,1.69,1.66,1.41,0.69,1.84,"27","jun-84","dic-12"
"151","36015010","Paz De Ariporo","Paz De Ariporo","Casanare",5.87,-71.88,342,0.35,1,2.35,2.94,3,2.88,1.82,1.41,0.65,0.59,0.76,0.29,1.5,"17","mar-96","ago-12"
"152","35095020","Don Antonio Cameli","Sabanalarga","Casanare",4.68,-73.03,300,0.13,0.63,2.13,2.63,2.38,3.5,2.25,2,1,1.5,0.88,1,1.67,"7","ene-78","oct-87"
"153","35095110","Huerta La Grande","Villanueva","Casanare",4.65,-72.92,255,0.5,0.83,2.06,2.83,2.78,2.56,2.22,2,1.5,1.28,1,0.83,1.7,"18","ago-95","dic-12"
"154","35215010","Aeropuerto Yopal","Yopal","Casanare",5.32,-72.38,325,0.33,0.91,2.15,2.79,2.48,3.52,2.91,2,1.82,1.39,1.09,0.36,1.81,"31","sep-78","ago-12"
"155","52025010","Bolívar","Bolívar","Cauca",1.82,-77,1510,1.97,2.33,3.18,2.91,2.61,1.58,0.48,0.36,1.21,2,2.88,2.39,1.99,"33","ene-79","dic-12"
"156","52025020","Los Milagros","Bolívar","Cauca",1.75,-76.88,2300,2.49,2.94,3.11,2.89,2.11,1.2,0.49,0.43,1.17,1.91,2.31,2.83,1.99,"35","ene-78","dic-12"
"157","26025090","Venta de Cajibio","Cajibío","Cauca",2.58,-76.55,1850,2.36,2.42,3.03,3.27,2.42,1.24,0.73,0.48,1.03,2.55,2.45,3.91,2.16,"33","feb-79","jul-12"
"158","26035020","Munchique","El Tambo","Cauca",2.52,-76.97,3012,4.2,5.8,8.1,6.5,7,3,1.2,3.1,4.7,9,8.1,6.7,5.62,"9","mar-79","nov-91"
"159","26035060","Manuel Mejía","El Tambo","Cauca",2.4,-76.8,1700,1.67,0.44,2.11,1.78,0.67,0.56,0.44,0.56,1.44,1.78,1.78,1.11,1.19,"9","ene-84","dic-94"
