"","Codigo","Estacion","Municipio","Departamento","Latitud","Longitud","(m.s.n.m)","ENE","FEB","MAR","ABR","MAY","JUN","JUL","AGO","SEP","OCT","NOV","DIC","prom Anual","anosInformacion","fecha Inicio","fecha Final"
"368",16025020,"Risaralda","El Zulia","Norte de Santander","8,23","-72,53",90,"5,0","4,8","4,7","4,1","5,4","5,4","6,5","6,4","6,2","5,3","4,8","4,4","5,2",26,"ene-79","oct-05"
"369",16015090,"Parque Nacional Tama","Herrán","Norte de Santander","7,42","-72,43",2500,"4,7","4,1","3,8","2,7","2,3","2,4","2,9","3,0","3,0","2,9","3,2","3,4","3,2",14,"abr-89","nov-02"
"370",16055060,"La Playa","La Playa","Norte de Santander","8,22","-73,23",1500,"6,0","5,6","4,8","4,1","4,5","5,8","6,6","6,2","4,8","4,6","4,6","5,2","5,2",26,"nov-84","jun-12"
"371",16055010,"Aeropuerto Aguas Claras","Ocaña","Norte de Santander","8,30","-73,35",1435,"7,0","6,2","5,0","4,4","4,7","5,8","6,5","5,9","5,1","4,8","5,1","6,1","5,5",28,"jul-82","jun-12"
"372",16055100,"Universidad Francisco de P. Santander","Ocaña","Norte de Santander","8,23","-73,32",1150,"5,8","5,3","4,0","3,6","4,1","5,0","5,8","5,3","4,2","4,2","4,0","4,7","4,7",21,"ene-92","may-12"
"373",16015020,"Iser Pamplona","Pamplona","Norte de Santander","7,37","-72,63",2340,"5,2","4,6","3,8","3,3","3,5","3,7","4,1","4,5","4,5","4,0","4,0","4,6","4,2",31,"ene-79","may-12"
"374",16015140,"Finca La Palmita","Pamplonita","Norte de Santander","7,52","-72,63",1107,"5,0","4,4","2,4","4,2","3,3","3,8","4,0","4,7","4,0","3,6","3,3","3,7","3,9",3,"abr-10","mar-12"
"375",16015100,"Ragonvalia","Ragonvalia","Norte de Santander","7,57","-72,48",1550,"5,3","4,5","3,3","3,1","3,9","3,0","4,2","5,3","5,0","4,4","4,2","4,4","4,2",10,"ene-01","may-12"
"376",16025030,"Salazar","Salazar","Norte de Santander","7,77","-72,82",860,"4,8","4,1","3,3","3,2","4,2","4,9","5,3","5,9","5,5","5,0","4,6","4,5","4,6",26,"ene-87","mar-12"
"377",16025060,"Francisco Romero","Salazar","Norte de Santander","7,77","-72,80",1000,"3,6","3,1","2,7","2,8","3,9","4,4","5,1","5,0","4,8","3,8","3,5","3,7","3,9",9,"ene-84","dic-94"
"378",37015010,"Silos","Silos","Norte de Santander","7,20","-72,75",2765,"5,2","4,7","3,8","2,5","2,3","2,2","2,9","3,4","3,4","3,0","3,4","4,3","3,4",28,"ago-81","abr-12"
"379",16035010,"Tibu","Tibú","Norte de Santander","8,63","-72,72",50,"5,0","4,8","3,9","4,0","5,1","5,9","6,5","6,8","6,0","5,4","4,8","4,3","5,2",22,"feb-78","may-12"
"380",47015040,"Michoacán","Colon","Putumayo","1,17","-76,88",2100,"3,2","2,7","2,0","2,0","1,7","1,2","1,2","1,7","2,1","2,8","3,3","3,2","2,3",35,"ago-78","dic-12"
"381",44115020,"La Tagua","Leguízamo","Putumayo","-0,05","-74,65",153,"5,0","4,2","3,2","3,0","2,9","2,9","3,2","4,1","4,4","4,6","4,9","5,2","4,0",28,"mar-78","dic-12"
"382",47045010,"Puerto Leguízamo","Leguízamo","Putumayo","0,17","-74,77",147,"5,3","4,3","3,4","3,2","3,3","3,2","3,5","4,3","4,7","4,8","4,9","5,0","4,2",35,"ago-78","feb-12"
"383",44015040,"Mocoa Acueducto","Mocoa","Putumayo","1,15","-76,65",650,"3,2","3,0","2,6","2,7","2,4","2,2","2,4","3,0","3,6","3,8","3,6","3,6","3,0",28,"oct-85","dic-12"
"384",47015030,"Sibundoy","Sibundoy","Putumayo","1,18","-76,92",2100,"3,9","2,8","2,7","2,3","2,7","2,0","2,0","2,2","2,4","3,3","3,6","3,5","2,8",14,"ene-78","jul-96"
"385",47015090,"La Primavera","Sibundoy","Putumayo","1,17","-76,92",2067,"3,3","2,7","2,2","2,1","2,1","1,8","1,8","2,1","2,5","2,9","3,4","3,6","2,5",29,"mar-84","nov-12"
"386",44015010,"Villagarzón","Villagarzón","Putumayo","1,03","-76,62",440,"3,4","2,9","2,2","2,5","2,3","1,8","2,3","2,8","3,5","3,7","3,6","3,2","2,8",31,"ene-79","ago-11"
"387",47015070,"Puerto Umbría","Villagarzón","Putumayo","0,83","-76,57",358,"4,4","3,5","2,8","3,0","2,9","2,7","2,9","3,8","4,2","4,6","4,4","4,5","3,6",27,"ene-86","nov-12"
"388",26125060,"Aeropuerto El Edén","Armenia","Quindío","4,45","-75,75",1229,"5,5","5,2","4,5","4,2","4,1","4,6","5,7","6,1","5,0","4,4","4,5","4,8","4,9",21,"sep-92","nov-12"
"389",26125090,"El Sena","Armenia","Quindío","4,53","-75,67",1550,"3,9","3,6","3,7","2,6","3,3","4,0","4,7","4,2","3,4","2,5","3,0","3,6","3,5",9,"jul-82","dic-92"
"390",26125080,"Paraguaycito","Buenavista","Quindío","4,38","-75,73",1250,"5,2","4,7","4,7","3,9","4,0","4,6","5,1","4,9","4,4","3,8","4,5","5,3","4,6",9,"ene-84","dic-94"
"391",26125070,"La Bella","Calarcá","Quindío","4,52","-75,67",1450,"4,2","4,1","4,3","3,3","3,5","4,2","4,7","4,8","4,0","3,2","3,6","4,2","4,0",9,"ene-84","dic-94"
"392",26125230,"El Agrado","Montenegro","Quindío","4,52","-75,78",1350,"4,7","4,0","4,8","3,8","3,7","4,7","5,2","5,4","4,7","3,7","4,2","4,6","4,5",6,"mar-87","dic-94"
"393",26125250,"Maracay","Quimbaya","Quindío","4,60","-75,77",1450,"4,7","4,1","4,8","3,6","3,7","4,7","5,5","5,6","4,6","3,6","3,9","4,3","4,4",6,"ene-87","dic-94"
"394",26145060,"Ingenio Risaralda","Balboa","Risaralda","4,90","-75,90",900,"6,9","5,7","6,0","5,1","4,9","5,6","6,5","6,5","5,8","5,3","5,6","6,0","5,8",10,"sep-76","dic-94"
"395",26125150,"La Joya","Pereira","Risaralda","4,77","-75,78",1250,"6,0","5,7","5,2","4,5","4,1","4,6","5,6","5,4","4,7","4,6","5,0","5,4","5,1",10,"nov-76","dic-86"
"396",26125240,"La Catalina","Pereira","Risaralda","4,75","-75,75",1350,"5,2","4,7","5,2","3,7","3,9","4,6","5,2","5,2","4,1","3,4","4,4","4,8","4,5",5,"ene-87","dic-92"
"397",26135040,"Aeropuerto Matecaña","Pereira","Risaralda","4,80","-75,73",1342,"6,0","5,7","5,0","4,4","4,5","4,9","5,9","5,9","5,0","4,6","5,0","5,4","5,2",33,"sep-80","nov-12"
"398",26135070,"El Cedral","Pereira","Risaralda","4,78","-75,53",2120,"3,1","2,9","2,4","2,2","2,1","2,7","3,7","3,4","2,6","2,0","2,1","2,6","2,7",24,"ene-68","dic-92"
"399",26135100,"La Bohemia","Pereira","Risaralda","4,87","-75,87",970,"6,4","5,9","5,5","4,7","4,8","5,0","5,9","6,0","5,4","4,9","5,2","5,8","5,4",33,"abr-79","abr-12"
"400",26135110,"Veracruz","Pereira","Risaralda","4,87","-75,62",1720,"4,5","4,3","3,6","3,1","3,2","3,7","4,4","4,1","3,6","3,4","3,7","4,0","3,8",32,"abr-79","nov-12"
"401",54015010,"Pueblo Rico","Pueblo Rico","Risaralda","5,23","-76,02",1530,"4,1","3,7","3,1","2,9","3,2","3,5","4,1","4,1","3,0","3,1","3,6","3,8","3,5",33,"abr-79","may-12"
"402",26135060,"El Jazmín","Santa Rosa de Cabal","Risaralda","4,92","-75,63",1600,"5,1","4,8","4,4","3,7","3,6","4,2","5,2","4,8","4,2","3,5","3,6","4,3","4,3",29,"ene-64","dic-94"
"403",26145030,"La Camelia","Santuario","Risaralda","5,07","-75,97",1650,"5,0","4,9","4,2","3,7","3,8","4,2","5,6","5,6","4,6","3,5","3,6","4,1","4,4",31,"may-79","jun-12"
"404",17025020,"Aeropuerto El Embrujo","Providencia","San Andrés y Providencia","13,35","-81,35",1,"7,5","8,2","8,7","8,9","7,6","6,5","6,9","7,6","6,7","6,0","5,9","6,5","7,2",33,"ene-80","sep-12"
"405",17015010,"Aeropuerto Sesquicentenario","San Andrés","San Andrés y Providencia","12,58","-81,70",1,"8,2","8,6","9,2","9,3","7,6","6,1","6,6","7,2","6,4","6,0","6,0","6,9","7,3",32,"ene-80","ago-12"
"406",23125060,"Albania","Albania","Santander","5,75","-73,90",1690,"4,6","4,0","3,2","2,7","3,2","3,3","4,3","4,4","4,2","3,5","3,7","4,2","3,8",19,"ene-79","feb-99"
"407",23155030,"Aeropuerto Yariguíes","Barrancabermeja","Santander","7,02","-73,80",126,"7,2","6,3","5,0","4,9","5,4","5,9","6,8","6,6","6,1","5,4","5,6","6,1","5,9",36,"jun-73","dic-12"
"408",23195040,"Universidad Industrial Santander","Bucaramanga","Santander","7,13","-73,12",1018,"5,9","4,3","3,3","3,6","3,7","3,0","3,8","3,8","3,6","3,5","4,4","5,3","4,0",20,"ene-79","ene-04"
"409",24035260,"Capitanejo","Capitanejo","Santander","6,52","-72,68",1160,"7,9","7,5","6,9","6,2","6,2","6,2","6,8","6,8","6,3","6,1","6,5","7,5","6,8",32,"feb-79","mar-12"
"410",24035270,"Granja Tinaga","Cerrito","Santander","6,83","-72,70",2698,"6,8","5,7","5,6","4,4","4,2","3,9","4,9","4,6","4,6","4,3","5,0","6,1","5,0",21,"ene-79","mar-99"
"411",24025050,"Charalá","Charala","Santander","6,27","-73,15",1350,"6,9","6,3","5,2","4,7","4,6","4,7","5,2","5,2","4,9","5,1","5,5","6,3","5,4",25,"ene-84","may-12"
"412",23125120,"Cimitarra","Cimitarra","Santander","6,30","-73,95",300,"6,0","5,8","4,4","4,9","5,7","6,1","6,6","6,7","6,0","5,7","5,5","5,6","5,8",19,"ene-83","abr-11"
"413",24065020,"Hacienda La Esperanza","Girón","Santander","7,07","-73,30",520,"4,8","4,5","4,2","3,6","4,2","4,3","5,7","5,1","4,2","3,5","3,9","4,0","4,3",3,"ene-79","ago-81"
"414",24065030,"Hacienda Trigueros","Girón","Santander","7,07","-73,35",400,"7,0","6,3","5,2","4,8","5,2","5,3","6,1","6,1","5,9","5,3","5,7","6,2","5,8",14,"jun-96","jul-10"
"415",23195130,"Aeropuerto Palonegro","Lebrija","Santander","7,12","-73,18",1189,"6,8","5,9","4,7","4,6","4,8","4,8","5,3","5,3","5,0","4,9","4,9","5,8","5,2",32,"ene-79","dic-12"
"416",24025040,"Escuela Agronómica Mogotes","Mogotes","Santander","6,47","-72,97",1667,"6,9","6,4","5,5","4,8","4,8","5,1","5,8","5,8","5,3","5,0","5,4","6,3","5,6",31,"ene-79","sep-11"
"417",24025020,"El Cucharo","Pinchote","Santander","6,52","-73,18",975,"7,3","6,7","6,1","5,7","5,8","6,1","6,7","6,6","6,0","5,6","6,3","6,9","6,3",30,"ene-79","may-10"
"418",23125040,"Campo Capote","Puerto Parra","Santander","6,60","-73,92",180,"6,0","5,5","4,4","4,6","5,3","5,7","6,6","6,1","5,7","5,1","5,2","5,6","5,5",18,"ene-79","feb-00"
"419",23185010,"Villa Leiva","Sabana de Torres","Santander","7,45","-73,53",328,"7,5","6,5","5,0","4,7","5,1","5,6","6,4","6,2","5,7","5,3","5,5","6,5","5,8",32,"ene-79","mar-12"
"420",23195170,"Provincia","Sabana de Torres","Santander","7,42","-73,43",172,"7,2","6,4","5,2","4,9","5,3","5,3","6,4","5,7","5,6","4,8","5,5","6,7","5,7",11,"ene-79","jun-89"
"421",24055050,"Aguas Blancas","San Vicente de Chucuri","Santander","6,95","-73,43",1000,"3,4","3,0","2,7","3,2","3,8","4,6","5,1","4,5","4,2","2,9","2,9","3,0","3,6",9,"ene-83","dic-92"
"422",23195090,"Vivero Surata","Surata","Santander","7,35","-72,98",1725,"6,7","6,2","5,3","4,3","4,0","4,3","5,1","5,0","4,6","4,2","5,0","5,8","5,1",31,"ene-79","mar-12"
"423",23195200,"Cachiri","Surata","Santander","7,47","-72,98",1850,"6,8","6,3","5,5","4,4","4,3","4,8","5,4","5,0","4,4","4,0","4,7","5,9","5,1",33,"ene-79","jun-12"
"424",37015020,"Berlín Automática","Tona","Santander","7,18","-72,87",3214,"7,2","6,4","5,2","3,8","3,5","3,5","4,0","4,3","4,4","4,1","4,9","6,4","4,8",32,"ago-79","jun-12"
"425",24015270,"Vélez Granja","Vélez","Santander","5,98","-73,67",2170,"6,7","6,1","4,9","4,0","4,2","4,8","5,3","5,4","5,0","4,3","4,8","6,2","5,2",27,"mar-78","ene-12"
"426",24055030,"Zapatoca","Zapatoca","Santander","6,78","-73,27",1810,"6,5","6,0","5,4","4,5","4,6","3,9","5,6","5,9","5,4","4,7","4,8","5,7","5,2",29,"ene-79","feb-12"
"427",13095020,"Primates","Coloso","Sucre","9,52","-75,35",200,"5,8","6,3","6,0","4,6","3,9","4,3","4,9","4,5","4,4","4,1","4,2","4,8","4,8",26,"mar-85","sep-12"
"428",25025080,"Aeropuerto Rafael Barvo","Corozal","Sucre","9,33","-75,27",166,"7,6","7,2","6,0","4,8","4,6","5,6","6,1","5,7","4,5","4,8","5,1","6,6","5,7",21,"may-91","ago-12"
"429",25025240,"Majagual","Majagual","Sucre","8,53","-74,63",20,"6,8","6,7","5,3","4,5","4,5","5,4","6,2","6,0","5,0","4,9","5,6","5,8","5,6",25,"dic-78","may-09"
"430",25025270,"Universidad De Sucre","Sampués","Sucre","9,20","-75,40",160,"7,3","6,8","5,7","4,8","4,4","5,5","6,0","5,5","4,7","4,6","4,9","6,1","5,5",28,"ene-84","ago-12"
"431",25025180,"San Benito Abad","San Benito Abad","Sucre","8,93","-75,03",20,"8,2","7,7","6,2","5,7","5,2","6,3","7,0","6,8","5,7","5,8","6,0","7,2","6,5",21,"sep-91","mar-12"
"432",25025040,"Aeropuerto La Florida","San Marcos","Sucre","8,70","-75,18",30,"7,2","6,8","6,2","5,3","4,9","5,7","6,7","6,4","5,5","5,3","5,7","6,9","6,1",8,"ene-78","nov-91"
"433",21255080,"El Salto","Ambalema","Tolima","4,78","-74,77",450,"6,3","5,7","4,8","4,9","5,4","5,7","6,4","6,3","5,8","5,4","5,6","5,9","5,7",28,"ene-80","dic-09"
"434",21255090,"Granja Armero","Armero","Tolima","5,00","-74,90",300,"6,8","6,1","5,2","5,3","5,7","6,5","7,0","6,9","6,4","6,0","6,1","6,2","6,2",22,"ene-87","may-08"
"435",22055020,"Mesa de Pole","Ataco","Tolima","3,45","-75,53",500,"4,6","4,3","4,0","3,8","4,1","4,6","4,5","4,5","4,3","3,9","4,1","4,4","4,3",29,"dic-79","dic-09"
"436",21215100,"Cajamarca","Cajamarca","Tolima","4,43","-75,42",1920,"5,2","4,9","4,4","3,8","4,0","4,1","4,4","4,3","4,3","4,2","4,3","4,8","4,4",31,"ene-79","dic-09"
"437",22045010,"Granja Demostración","Chaparral","Tolima","3,72","-75,50",1040,"5,9","5,6","4,8","4,9","5,5","5,7","5,8","5,8","5,6","5,2","5,0","5,8","5,5",26,"sep-84","dic-09"
"438",22065050,"El Limón","Chaparral","Tolima","3,72","-75,50",1000,"4,4","4,0","3,7","3,9","4,7","4,7","4,7","5,1","4,8","3,7","3,4","4,5","4,3",8,"ene-84","dic-92"
"439",21155020,"La Montana","Dolores","Tolima","3,55","-74,90",1260,"4,7","4,3","4,4","3,6","4,6","5,2","5,3","5,5","4,7","3,8","3,7","4,5","4,5",7,"ene-84","dic-92"
"440",21155040,"Hacienda Dolores Madron","Dolores","Tolima","3,52","-74,90",1456,"6,2","5,5","4,5","4,6","5,1","5,8","6,0","6,1","5,2","4,8","4,7","5,5","5,3",26,"mar-79","ene-05"
"441",21185020,"Nataima","Espinal","Tolima","4,18","-74,95",431,"6,2","5,7","5,2","5,1","5,5","5,8","6,3","6,5","6,0","5,7","5,6","5,8","5,8",29,"ene-81","dic-09"
"442",21185040,"Aeropuerto Santiago Vila","Flandes","Tolima","4,27","-74,78",286,"6,7","6,1","5,4","5,4","5,7","6,0","6,4","6,4","6,2","6,1","6,1","6,4","6,1",27,"jul-83","dic-09"
"443",21185030,"Guamo","Guamo","Tolima","4,00","-74,97",360,"6,4","5,7","4,6","4,7","5,1","5,4","5,9","5,9","5,4","5,5","5,5","5,6","5,5",30,"ene-79","jun-11"
"444",23025020,"La Esperanza","Honda","Tolima","5,25","-74,72",222,"6,5","5,9","4,9","4,9","5,7","6,0","6,7","6,6","6,0","5,6","5,8","6,1","5,9",31,"ene-79","dic-09"
"445",21215010,"La Primavera","Ibagué","Tolima","4,42","-75,25",1300,"4,6","3,4","4,2","4,3","4,3","5,3","5,2","5,6","5,3","4,4","3,8","4,4","4,6",3,"ene-89","dic-92"
"446",21215070,"Chapetón","Ibagué","Tolima","4,45","-75,27",1300,"4,5","4,7","4,3","4,5","5,0","5,3","5,2","5,8","4,9","3,9","3,9","5,3","4,8",4,"ene-84","dic-87"
"447",21215140,"Cementos Diamante","Ibagué","Tolima","4,32","-75,07",780,"6,5","5,7","5,0","5,0","5,6","5,8","6,5","6,3","5,7","5,4","5,8","6,1","5,8",23,"ene-80","dic-05"
"448",21245010,"Perales Hato Opia","Ibagué","Tolima","4,42","-75,08",750,"5,9","5,2","4,6","4,5","5,1","5,7","6,3","6,4","5,8","5,1","4,8","5,5","5,4",28,"ene-80","dic-09"
"449",21245040,"Aeropuerto Perales","Ibagué","Tolima","4,42","-75,13",928,"5,8","5,1","4,5","4,6","5,0","5,6","6,2","6,3","6,0","5,1","4,7","5,3","5,3",33,"ene-79","nov-11"
"450",21255140,"La Quinta","Lérida","Tolima","4,82","-74,92",500,"6,7","6,2","5,2","5,4","5,5","6,3","6,9","7,1","6,6","6,1","6,1","6,4","6,2",25,"ene-84","mar-10"
"451",21255150,"Hacienda García","Lérida","Tolima","4,85","-74,88",350,"6,8","6,4","5,5","5,5","5,9","6,6","7,2","7,1","6,7","6,2","6,4","6,5","6,4",23,"ene-87","mar-10"
"452",21255130,"La Trinidad","Líbano","Tolima","4,92","-75,07",1430,"4,3","3,6","3,3","3,1","3,9","4,9","5,7","5,7","4,8","3,1","3,1","4,1","4,1",8,"ene-84","dic-92"
"453",23025040,"Albania","Mariquita","Tolima","5,28","-74,90",500,"5,7","5,4","4,5","4,9","5,1","5,8","6,3","6,4","5,8","5,5","5,0","5,1","5,5",22,"ene-88","dic-09"
"454",21135030,"Anchique","Natagaima","Tolima","3,57","-75,10",415,"7,4","6,6","5,8","5,8","6,3","6,4","6,8","6,8","6,5","6,3","6,3","6,8","6,5",34,"ene-79","dic-12"
"455",22025010,"Aeropuerto Planadas","Planadas","Tolima","3,17","-75,67",1355,"4,7","4,2","3,9","3,6","4,0","4,1","3,9","4,3","4,0","3,1","4,0","5,0","4,1",11,"ene-80","feb-93"
"456",21165010,"Pst de Monta","Prado","Tolima","3,78","-74,92",349,"6,5","5,8","4,8","4,6","4,8","5,4","5,8","5,9","5,4","5,7","5,7","6,0","5,6",23,"abr-87","dic-09"
"457",21165030,"Lozanía","Purificación","Tolima","3,88","-74,77",400,"6,2","5,5","4,5","4,0","4,5","4,9","5,4","5,2","4,8","4,9","5,3","5,9","5,1",32,"feb-78","dic-09"
"458",21135020,"Jabalcón","Saldaña","Tolima","3,85","-75,00",425,"6,7","5,9","5,1","4,9","5,0","5,3","5,8","5,9","5,7","5,8","5,8","6,3","5,7",23,"ago-87","abr-10"
"459",22065040,"San Antonio Quinta","San Antonio","Tolima","3,90","-75,48",1500,"5,5","5,0","4,4","4,2","4,8","4,9","5,1","5,2","5,0","4,9","4,5","5,4","4,9",29,"ene-81","dic-09"
"460",21255120,"Villahermosa","Villahermosa","Tolima","5,02","-75,12",2029,"4,3","3,8","3,7","3,6","4,3","5,5","6,0","6,0","5,1","4,1","3,5","4,1","4,5",16,"abr-79","jul-94"
"461",21165020,"Luis Bustamante","Villarrica","Tolima","3,93","-74,60",1610,"2,6","2,4","2,4","2,2","2,9","2,9","2,9","2,9","2,5","2,0","2,1","2,7","2,5",8,"ene-84","dic-92"
"462",26125100,"Arturo Gómez","Alcalá","Valle","4,52","-75,55",1320,"4,9","4,7","4,8","3,8","3,8","3,8","4,8","4,7","4,1","3,8","4,4","4,8","4,4",8,"ene-84","dic-92"
"463",54035020,"Argelia El Recreo","Argelia","Valle","4,73","-76,12",1600,"4,0","3,9","3,7","3,7","3,7","4,2","5,2","5,2","4,2","3,4","3,5","3,6","4,0",14,"mar-79","oct-94"
"464",53115010,"Aeropuerto Buenaventura","Buenaventura","Valle","3,82","-76,98",14,"2,8","3,1","3,1","3,5","3,2","3,3","3,7","4,0","3,1","3,2","2,9","2,8","3,2",13,"ene-76","oct-12"
"465",53115020,"Colpuertos","Buenaventura","Valle","3,88","-77,07",10,"3,9","4,0","3,8","3,8","3,8","3,9","4,4","4,1","3,7","3,6","3,6","3,6","3,8",22,"ene-80","dic-01"
"466",54075020,"Bajo Calima","Buenaventura","Valle","3,95","-76,98",50,"2,9","2,8","2,5","2,7","2,6","2,5","2,8","2,7","2,3","2,3","2,5","2,7","2,6",32,"ene-79","dic-12"
"467",54075040,"La Misión","Buenaventura","Valle","4,22","-77,27",5,"2,5","2,8","2,7","2,8","2,6","2,5","2,7","2,8","2,2","2,3","2,1","2,2","2,5",32,"ene-79","jun-11"
"468",26125140,"Venecia","Caicedonia","Valle","4,33","-75,83",1170,"5,5","4,8","5,3","4,3","4,5","5,3","5,7","5,6","5,0","3,8","4,4","5,0","4,9",5,"ene-87","dic-92"
"469",26055070,"Universidad del Valle","Cali","Valle","3,37","-76,53",985,"5,4","5,2","5,0","4,6","4,6","5,2","6,0","6,0","5,1","4,5","4,5","4,8","5,1",34,"ene-79","oct-12"
"470",26075060,"Arreboles","Candelaria","Valle","3,43","-76,43",1100,"6,4","6,3","6,1","5,4","5,8","6,1","6,7","6,6","5,8","5,4","5,6","5,7","6,0",5,"feb-80","dic-85"
"471",54035030,"Albán","El Cairo","Valle","4,77","-76,22",1400,"3,7","4,1","4,3","4,2","4,5","4,9","5,7","5,4","4,6","3,4","3,6","3,7","4,3",8,"ene-84","dic-92"
"472",26095080,"Tenerife","El Cerrito","Valle","3,72","-76,07",2609,"5,0","4,4","3,9","3,2","3,4","4,1","4,5","4,5","4,0","3,5","3,3","4,1","4,0",32,"nov-76","feb-12"
"473",26075080,"Cenicaña","Florida","Valle","3,35","-76,28",1013,"5,8","5,4","5,1","4,6","4,4","5,1","5,5","5,7","5,0","5,1","4,7","5,3","5,1",19,"ene-83","ene-12"
"474",26095010,"La Selva","Ginebra","Valle","3,75","-76,20",1800,"3,0","2,9","3,3","2,6","2,6","3,8","4,0","4,0","3,5","2,6","2,7","2,7","3,2",4,"ene-89","nov-94"
"475",26095110,"Ica-Balboa","Guadalajara de Buga","Valle","3,93","-76,30",960,"5,3","5,7","5,0","4,7","3,9","4,4","4,8","4,7","4,4","4,5","4,7","4,6","4,7",3,"jun-79","mar-93"
"476",26095230,"El Vinculo","Guadalajara de Buga","Valle","3,83","-76,28",979,"5,7","5,6","5,1","4,5","4,5","5,1","5,8","5,6","4,8","4,8","4,8","5,2","5,1",27,"oct-83","dic-12"
"477",26055050,"Potrerito","Jamundí","Valle","3,23","-76,58",1010,"5,9","5,7","5,6","5,0","5,3","5,9","6,6","6,6","5,9","5,1","5,3","5,5","5,7",13,"may-79","ago-92"
"478",26115040,"Centro Admo La Unión","La Unión","Valle","4,52","-76,05",920,"4,9","4,8","4,9","4,3","4,4","4,6","5,9","5,9","4,9","4,4","4,4","4,5","4,8",33,"ene-79","oct-12"
"479",26075010,"Palmira Ica","Palmira","Valle","3,50","-76,30",1050,"5,4","5,3","4,6","4,4","4,3","4,7","5,6","5,6","4,9","4,7","4,8","5,2","5,0",28,"ene-79","oct-12"
"480",26075040,"Aeropuerto A Bonilla Aut","Palmira","Valle","3,53","-76,38",961,"5,8","5,6","5,2","4,7","4,6","5,0","5,9","6,1","5,3","5,0","5,1","5,3","5,3",34,"ene-76","nov-12"
"481",26075100,"Granja Exp Hoeschst","Palmira","Valle","3,63","-76,43",950,"5,4","5,2","4,9","4,7","4,4","4,6","5,6","6,0","5,2","5,0","4,7","4,5","5,0",12,"jun-90","ene-04"
"482",26095180,"San Emigdio","Palmira","Valle","3,55","-76,20",1272,"4,5","4,3","3,9","3,4","3,3","3,5","4,1","4,3","3,6","3,6","3,3","3,8","3,8",36,"ene-71","dic-10"
"483",53115030,"Julio Fernández","Restrepo","Valle","3,82","-76,52",1360,"5,0","4,9","4,9","4,2","4,1","4,5","5,2","5,2","4,4","3,8","3,9","5,0","4,6",8,"ene-84","dic-92"
"484",26115030,"Tierrablanca","Roldanillo","Valle","4,42","-76,10",930,"6,1","5,7","5,9","4,5","5,1","5,7","6,8","6,2","5,6","4,6","5,3","5,6","5,6",10,"may-79","ene-90"
"485",26105090,"Heraclio Uribe","Sevilla","Valle","4,27","-75,92",1540,"3,0","3,2","3,5","2,7","3,1","3,6","4,5","4,2","3,4","2,6","2,8","3,2","3,3",7,"ene-84","dic-90"
"486",26125130,"Cumbarco","Sevilla","Valle","4,18","-75,82",1692,"4,2","3,9","3,3","2,8","3,0","3,7","4,6","4,5","3,5","2,8","3,0","3,3","3,6",32,"mar-79","nov-12"
"487",26085110,"Manuel M Mallarino","Trujillo","Valle","4,17","-76,35",1380,"4,3","4,2","4,4","3,6","3,9","4,3","5,3","5,0","4,3","3,3","3,7","4,3","4,2",8,"ene-84","dic-92"
"488",26085130,"La Buitrera","Yumbo","Valle","3,58","-76,57",1500,"3,5","3,5","3,2","2,8","2,6","2,9","4,1","4,6","3,7","3,0","2,6","2,7","3,3",32,"ene-79","dic-10"
"489",26105110,"Ingenio Riopaila","Zarzal","Valle","4,32","-76,07",941,"5,7","5,9","5,2","4,8","5,0","5,3","5,9","6,2","5,7","5,0","4,9","4,9","5,4",12,"sep-91","oct-12"
"490",42065010,"Aeropuerto Mitú","Mitú","Vaupés","1,27","-70,23",207,"5,0","4,5","4,4","4,0","3,6","3,4","3,9","4,5","4,6","4,4","4,4","4,5","4,3",10,"nov-85","mar-98"
"491",42075010,"Mitú","Mitú","Vaupés","1,25","-70,23",180,"4,2","4,0","3,9","3,7","3,2","3,5","3,5","4,7","4,7","4,7","4,8","4,0","4,1",18,"jul-94","dic-12"
"492",33055010,"Cumaribo","Cumaribo","Vichada","4,48","-69,80",125,"7,6","7,2","5,6","4,5","3,9","3,6","4,0","4,3","5,1","5,5","6,2","7,1","5,4",20,"ago-91","dic-12"
"493",33065010,"Jamury","Cumaribo","Vichada","4,37","-69,17",154,"8,1","8,8","6,4","4,8","4,5","3,6","4,5","4,7","5,6","5,5","5,9","6,4","5,7",6,"abr-78","jun-85"
"494",34015010,"Las Gaviotas","Cumaribo","Vichada","4,55","-70,92",171,"8,2","7,2","5,4","4,4","3,8","3,7","3,9","4,2","5,0","5,3","5,7","7,0","5,3",29,"jun-79","dic-12"
"495",34035010,"Tuparro Bocas Tomo","Cumaribo","Vichada","5,35","-67,85",250,"8,3","7,9","6,7","5,2","4,5","3,9","4,4","5,0","5,3","6,0","6,6","7,9","6,0",29,"ene-78","oct-12"
"496",34035020,"El Tapón","Cumaribo","Vichada","5,10","-69,13",315,"8,0","7,4","6,3","4,7","3,7","3,8","3,9","4,2","4,9","5,1","6,1","7,1","5,4",29,"ene-79","may-11"
"497",38015030,"Aeropuerto Puerto Carreño","Puerto Carreño","Vichada","6,17","-67,48",50,"8,4","8,2","7,2","5,7","4,6","4,2","4,5","4,8","5,4","6,3","6,9","7,7","6,2",34,"ene-78","dic-12"
